,smiles,pce_1
0,[nH]1c2cc([se]c2c2c3cocc3c3cccnc3c12)-c1scc2cc[se]c12,2.43780626660984
1,c1sc(-c2cc3c4c[nH]cc4c4ccc5=C[SiH2]C=c5c4c3c3=CCC=c23)c2[se]ccc12,0.9996318903631816
2,c1sc(-c2cc3oc4cc5ccc6=CCC=c6c5cc4c3c3cscc23)c2sccc12,3.28478961164024
3,c1ccc(nc1)-c1cc2c3cocc3c3c4c5c[nH]cc5ccc4c4=CCC=c4c3c2s1,1.6553590742359794
4,c1sc(-c2cc3[se]c4c(c5c[nH]cc5c5cccnc45)c3[se]2)c2cc[nH]c12,1.8159584617394804
5,c1sc(-c2ncc(s2)-c2ccc(-c3scc4cc[nH]c34)c3cscc23)c2[se]ccc12,3.912710954357304
6,c1sc(-c2cc3c(ccc4cscc34)o2)c2ccoc12,2.531499309440994
7,[nH]1c2cc(ccc2c2sc3cccnc3c12)-c1scc2ccoc12,1.7454448548180173
8,c1cc2[s]-c3c(-c2cn1)c1cCcc1c1ccncc31,2.917729132990188
9,[nH]1c2ccsc2c2ncc3cc(cnc3c12)C1=CC=C[SiH2]1,2.621497672332392
10,[nH]1c2ccc3cscc3c2c2sc3cc(-c4scc5nccnc45)c4c[nH]cc4c3c12,4.327200915298995
11,c1ccc(-c2cc3c4nsnc4c4c([se]c5ccc6nsnc6c45)c3o2)c2c[nH]cc12,5.393398535631096
12,c1cc2[se]c3c4CC(=Cc4c4c[nH]cc4c3c2s1)c1ccc[se]1,1.805180430296229
13,[nH]1ccc2[se]c3c([se]c4cc(-c5ccco5)c5cscc5c34)c12,2.695675016125477
14,[nH]1ccc2sc3c(ccc4cc(sc34)-c3cccc4nsnc34)c12,5.774877618093908
15,[nH]1c(cc2c1c1[se]c3ccc4nsnc4c3c1c1=C[SiH2]C=c21)-c1scc2[SiH2]C=Cc12,5.994787280924159
16,[SiH2]1C=Cc2oc3c(c12)c1nsnc1c1cc(-c2ncncn2)c2c[nH]cc2c31,4.769719237621182
17,[nH]1c2cc(-c3cccc4=CCC=c34)c3cscc3c2c2c1c1CC=Cc1c1ccccc21,1.606407494959864
18,[nH]1ccc2c3cocc3c3c([se]c4cc(-c5scc6sccc56)c5c[nH]cc5c34)c12,1.7459003843138776
19,c1sc(-c2ccc3c(c2)c2=CCC=c2c2c4cnccc4c4cscc4c32)c2occc12,2.9759937568243804
20,c1ncc(s1)-c1ccc(-c2ccc(-c3scc4[nH]ccc34)c3nsnc23)c2c[nH]cc12,3.713535242639262
21,[nH]1c(cc2[SiH2]c3c(ccc4cc[nH]c34)-c12)-c1scc2C=C[SiH2]c12,0.5777671725689847
22,[SiH2]1C=Cc2oc3c(ncc4cc(sc34)-c3cccc4nsnc34)c12,6.862489297463373
23,[nH]1ccc2[se]c3c(c12)c1=C[SiH2]C=c1c1cc(-c2scc4ccoc24)c2=CCC=c2c31,2.0754137600304854
24,[nH]1ccc2sc3c4[SiH2]C(=Cc4cnc3c12)c1ncncn1,4.887309123039368
25,c1sc(-c2cc3c4cocc4c4c(oc5ccc6cscc6c45)c3o2)c2nccnc12,6.968768358395859
26,c1sc(-c2cc3[se]c4c5ncccc5oc4c3o2)c2C=CCc12,2.479486622811637
27,c1cc2c3cscc3c3c4ncc(cc4c4cocc4c3c2[se]1)-c1nccc2nsnc12,9.37518569931628
28,c1ccc(-c2cc3c4nsnc4c4c(sc5ccc6=CCC=c6c45)c3cn2)c2=CCC=c12,4.43516711867538
29,C1C=Cc2cc3sc4C=C(Cc4c3cc12)c1scc2C=CCc12,1.7662872827469602
30,c1sc(c2C=CCc12)-c1cc2c(c3ccccc13)c1cnccc1c1=C[SiH2]C=c21,3.835169302507543
31,c1ccc([se]1)-c1cc2[se]c3c(c2c2c[nH]cc12)c1=CCC=c1c1ccc2cscc2c31,2.282210348823793
32,c1sc(C2=Cc3c(C2)c2cc4c(ccc5ccccc45)cc2c2nsnc32)c2ccoc12,4.290758349697242
33,C1C=Cc2c1c1sc3cc(sc3c1c1ccccc21)-c1cccc2cocc12,2.706684482179094
34,[nH]1c(cc2[nH]c3c4cnccc4[se]c3c12)-c1cccs1,1.2060287165545225
35,[nH]1ccc2c3nsnc3c3c(cnc4cc(-c5ccco5)c5nsnc5c34)c12,4.305394116593995
36,c1sc(c2[SiH2]C=Cc12)-c1cc2c(ccc3ccccc23)c2cocc12,2.108735917549062
37,c1ccc(nc1)-c1cc2[se]c3c(cnc4ccc5cocc5c34)c2[se]1,2.853023499122611
38,[nH]1cccc1-c1cnc(s1)-c1ccc(-c2ccco2)c2c[nH]cc12,1.858160839257464
39,[nH]1ccc2c3nsnc3c3c([nH]c4cc(-c5cccc6cscc56)c5=C[SiH2]C=c5c34)c12,1.923583934782312
40,[nH]1c(cc2ncc3c(c4cocc4c4ccc5c[nH]cc5c34)c12)-c1cccc2nsnc12,5.779405390187639
41,c1ccc(o1)-c1ccc(s1)-c1sc(-c2scc3[se]ccc23)c2[nH]ccc12,3.26428465172707
42,c1cnc2c(c1)[se]c1c2ncc2cc(-c3cccc4=C[SiH2]C=c34)c3nsnc3c12,7.447159611763681
43,c1sc(c2[SiH2]ccc12)-c1ccc(-c2ccc(cc2)-c2cccnc2)c2c[SiH2]cc12,4.13679732337346
